company_id,type,rule_id,text,confidence_pct
KOTAKBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
KOTAKBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77.4
KOTAKBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70.0
KOTAKBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
KOTAKBANK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,61.1
LICI,con,C_FALLBACK,Revenue CAGR of 8.2% over 5 years warrants monitoring relative to industry benchmarks,61.0
LICI,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
LICI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
LODHA,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
LODHA,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
LODHA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.6
LT,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LT,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
LT,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
LTIM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LTIM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
LTIM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
LTIM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
LTIM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.3
M&M,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
M&M,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
M&M,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
M&M,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
M&M,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,64.7
MARUTI,con,C_FALLBACK,Revenue CAGR of 10.5% over 5 years warrants monitoring relative to industry benchmarks,61.0
MARUTI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
MARUTI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
MOTHERSON,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
MOTHERSON,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NAUKRI,con,C_FALLBACK,Revenue CAGR of 17.1% over 5 years warrants monitoring relative to industry benchmarks,61.0
NAUKRI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NAUKRI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.1
NAUKRI,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.5
NESTLEIND,con,C_FALLBACK,Revenue CAGR of 11.1% over 5 years warrants monitoring relative to industry benchmarks,61.0
NESTLEIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NESTLEIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
NHPC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
NHPC,con,C5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85.0
NHPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
NHPC,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
NHPC,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
NHPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
NHPC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NHPC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
NTPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
NTPC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NTPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.1
ONGC,con,C5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85.0
ONGC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
ONGC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
PFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
PFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,91.7
PFC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
PFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
PIDILITIND,con,C_FALLBACK,Revenue CAGR of 11.8% over 5 years warrants monitoring relative to industry benchmarks,61.0
PIDILITIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
PIDILITIND,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
PIDILITIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
PNB,con,C6,Interest coverage ratio of 1.2x indicates the company is at risk of not meeting its debt obligations,90.0
PNB,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,77.5
PNB,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
PNB,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.6
POWERGRID,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
POWERGRID,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
POWERGRID,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
POWERGRID,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
POWERGRID,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
RECLTD,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
RECLTD,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
RECLTD,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78.7
RECLTD,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
RELIANCE,con,C_FALLBACK,Revenue CAGR of 9.6% over 5 years warrants monitoring relative to industry benchmarks,61.0
RELIANCE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
RELIANCE,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
RELIANCE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
SBILIFE,con,C_FALLBACK,Revenue CAGR of 24.2% over 5 years warrants monitoring relative to industry benchmarks,61.0
SBILIFE,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,96.9
SBILIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SBIN,con,C6,Interest coverage ratio of 1.4x indicates the company is at risk of not meeting its debt obligations,90.0
SBIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
SBIN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SBIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
SHREECEM,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
SHREECEM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SHREECEM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
SHRIRAMFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
SHRIRAMFIN,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SHRIRAMFIN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.2
SHRIRAMFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.3
SHRIRAMFIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.5
SHRIRAMFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
SIEMENS,con,C_FALLBACK,Revenue CAGR of 11.2% over 5 years warrants monitoring relative to industry benchmarks,61.0
SIEMENS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SIEMENS,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78.6
SIEMENS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70.0
SIEMENS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
SUNPHARMA,con,C_FALLBACK,Revenue CAGR of 10.8% over 5 years warrants monitoring relative to industry benchmarks,61.0
SUNPHARMA,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SUNPHARMA,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SUNPHARMA,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.6
SUNPHARMA,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
SUNPHARMA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.1
SUNPHARMA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
TATACONSUM,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TATACONSUM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TATACONSUM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
TATACONSUM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
TATACONSUM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.8
TATACONSUM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.8
TATAMOTORS,con,C_FALLBACK,Revenue CAGR of 7.7% over 5 years warrants monitoring relative to industry benchmarks,61.0
TATAMOTORS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TATAMOTORS,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
TATAPOWER,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
TATAPOWER,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TATAPOWER,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.0
TATASTEEL,con,C4,Company reported a net loss in the most recent financial year,90.0
TATASTEEL,con,C5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85.0
TATASTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
TATASTEEL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TATASTEEL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
TATASTEEL,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TCS,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
TCS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TCS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.7
TECHM,con,C5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85.0
TECHM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TECHM,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TECHM,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",75.0
TECHM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TITAN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.0
TITAN,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
TITAN,con,C1,Debt-to-equity ratio of 2.2x is elevated for a non-financial company and warrants monitoring,66.7
TITAN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,83.6
TITAN,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TITAN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78.0
TITAN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.8
TORNTPHARM,con,C_FALLBACK,Revenue CAGR of 6.9% over 5 years warrants monitoring relative to industry benchmarks,61.0
TORNTPHARM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TORNTPHARM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,91.8
TORNTPHARM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.5
TORNTPHARM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
TORNTPHARM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
TRENT,con,C_FALLBACK,Revenue CAGR of 36.3% over 5 years warrants monitoring relative to industry benchmarks,61.0
TRENT,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TRENT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
TVSMOTOR,con,C_FALLBACK,Revenue CAGR of 14.2% over 5 years warrants monitoring relative to industry benchmarks,61.0
TVSMOTOR,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TVSMOTOR,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.5
TVSMOTOR,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
TVSMOTOR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.0
